stage,suite,world_index,method,backbone,expert_task,alpha,budget,found,cost,cost_ratio,oracle_cost,expansions,closed,roadmap_nodes,roadmap_edges,obstacle_count,side_len,heuristic_max,heuristic_min,heuristic_mean,heuristic_std,spearman_to_prm_oracle,heatmap_min,heatmap_max,heatmap_mean,heatmap_std,nonfinite_heuristic
c6,C_hard_maze_dense,0,euclidean,,,0.0,128,0,nan,nan,2.670567826291199,128,128,192,625,26,1.0,0.9533841183074395,0.0,0.49601310901949347,0.23665366132224655,0.9156742533163335,0.0,0.9533841183074395,0.49601310901949347,0.23665366132224655,0
c6,C_hard_maze_dense,0,euclidean,,,0.0,144,0,nan,nan,2.670567826291199,144,144,192,625,26,1.0,0.9533841183074395,0.0,0.49601310901949347,0.23665366132224655,0.9156742533163335,0.0,0.9533841183074395,0.49601310901949347,0.23665366132224655,0
c6,C_hard_maze_dense,0,euclidean,,,0.0,168,1,2.6705678262911996,1.0000000000000002,2.670567826291199,156,156,192,625,26,1.0,0.9533841183074395,0.0,0.49601310901949347,0.23665366132224655,0.9156742533163335,0.0,0.9533841183074395,0.49601310901949347,0.23665366132224655,0
c6,C_hard_maze_dense,0,grid_oracle,,,0.0,128,1,2.670653927346653,1.0000322407297078,2.670567826291199,125,125,192,625,26,1.0,2.570641497673698,0.005354848961907299,1.147929381759903,0.7079303773632275,0.9864871280145405,0.0,2.6128968241315027,1.1050443994562835,0.7009867297578815,0
c6,C_hard_maze_dense,0,grid_oracle,,,0.0,144,1,2.670653927346653,1.0000322407297078,2.670567826291199,125,125,192,625,26,1.0,2.570641497673698,0.005354848961907299,1.147929381759903,0.7079303773632275,0.9864871280145405,0.0,2.6128968241315027,1.1050443994562835,0.7009867297578815,0
c6,C_hard_maze_dense,0,grid_oracle,,,0.0,168,1,2.670653927346653,1.0000322407297078,2.670567826291199,125,125,192,625,26,1.0,2.570641497673698,0.005354848961907299,1.147929381759903,0.7079303773632275,0.9864871280145405,0.0,2.6128968241315027,1.1050443994562835,0.7009867297578815,0
c6,C_hard_maze_dense,0,unet,unet,,0.0,128,1,2.670653927346653,1.0000322407297078,2.670567826291199,120,120,192,625,26,1.0,2.5998768037228936,0.0340047197314821,1.1672285724634757,0.6906499241531149,0.9454924314353147,0.015909235924482346,1.8314270973205566,0.6301256434303468,0.45233821399806556,0
c6,C_hard_maze_dense,0,unet,unet,,0.0,144,1,2.670653927346653,1.0000322407297078,2.670567826291199,120,120,192,625,26,1.0,2.5998768037228936,0.0340047197314821,1.1672285724634757,0.6906499241531149,0.9454924314353147,0.015909235924482346,1.8314270973205566,0.6301256434303468,0.45233821399806556,0
c6,C_hard_maze_dense,0,unet,unet,,0.0,168,1,2.670653927346653,1.0000322407297078,2.670567826291199,120,120,192,625,26,1.0,2.5998768037228936,0.0340047197314821,1.1672285724634757,0.6906499241531149,0.9454924314353147,0.015909235924482346,1.8314270973205566,0.6301256434303468,0.45233821399806556,0
c6,C_hard_maze_dense,0,onlstm,onlstm,,0.0,128,0,nan,nan,2.670567826291199,128,128,192,625,26,1.0,2.32003632678228,0.010142499041964308,1.118271661893582,0.6843330702517338,0.9319015679678813,0.004587637726217508,1.4342584609985352,0.5824612069335444,0.44162638357805745,0
c6,C_hard_maze_dense,0,onlstm,onlstm,,0.0,144,0,nan,nan,2.670567826291199,144,144,192,625,26,1.0,2.32003632678228,0.010142499041964308,1.118271661893582,0.6843330702517338,0.9319015679678813,0.004587637726217508,1.4342584609985352,0.5824612069335444,0.44162638357805745,0
c6,C_hard_maze_dense,0,onlstm,onlstm,,0.0,168,1,2.859496997244671,1.0707449438630625,2.670567826291199,148,148,192,625,26,1.0,2.32003632678228,0.010142499041964308,1.118271661893582,0.6843330702517338,0.9319015679678813,0.004587637726217508,1.4342584609985352,0.5824612069335444,0.44162638357805745,0
c6,C_hard_maze_dense,0,hrm,hrm,,0.0,128,1,2.837167658009997,1.0623836736437309,2.670567826291199,102,102,192,625,26,1.0,2.901066471471984,0.000338284213737778,1.309364940522827,0.8288000658405873,0.9519402924341481,0.00013400935858953744,2.03764271736145,0.7521815190362595,0.58969082391913,0
c6,C_hard_maze_dense,0,hrm,hrm,,0.0,144,1,2.837167658009997,1.0623836736437309,2.670567826291199,102,102,192,625,26,1.0,2.901066471471984,0.000338284213737778,1.309364940522827,0.8288000658405873,0.9519402924341481,0.00013400935858953744,2.03764271736145,0.7521815190362595,0.58969082391913,0
c6,C_hard_maze_dense,0,hrm,hrm,,0.0,168,1,2.837167658009997,1.0623836736437309,2.670567826291199,102,102,192,625,26,1.0,2.901066471471984,0.000338284213737778,1.309364940522827,0.8288000658405873,0.9519402924341481,0.00013400935858953744,2.03764271736145,0.7521815190362595,0.58969082391913,0
c6,C_hard_maze_dense,1,euclidean,,,0.0,128,0,nan,nan,2.5891858669724774,128,128,192,629,39,1.0,0.9980025707426443,0.0,0.49500246346073856,0.2496158084602876,0.9325577136966609,0.0,0.9980025707426443,0.49500246346073856,0.2496158084602876,0
c6,C_hard_maze_dense,1,euclidean,,,0.0,144,1,2.589185866972478,1.0000000000000002,2.5891858669724774,140,140,192,629,39,1.0,0.9980025707426443,0.0,0.49500246346073856,0.2496158084602876,0.9325577136966609,0.0,0.9980025707426443,0.49500246346073856,0.2496158084602876,0
