stage,suite,world_index,method,backbone,expert_task,alpha,budget,found,cost,cost_ratio,oracle_cost,expansions,closed,roadmap_nodes,roadmap_edges,obstacle_count,side_len,heuristic_max,heuristic_min,heuristic_mean,heuristic_std,spearman_to_prm_oracle,heatmap_min,heatmap_max,heatmap_mean,heatmap_std,nonfinite_heuristic
c6,C_hard_maze,28,grid_oracle,,,0.0,144,1,2.0047887830307194,1.000978002340085,2.0028300105935664,86,86,192,685,22,1.0,2.231588955253493,0.009037496262445288,0.9527900787545195,0.6117114670679183,0.9865447738925212,0.0,2.332757258691899,0.9817120108531748,0.6334835774751473,0
c6,C_hard_maze,28,grid_oracle,,,0.0,168,1,2.0047887830307194,1.000978002340085,2.0028300105935664,86,86,192,685,22,1.0,2.231588955253493,0.009037496262445288,0.9527900787545195,0.6117114670679183,0.9865447738925212,0.0,2.332757258691899,0.9817120108531748,0.6334835774751473,0
c6,C_hard_maze,28,unet,unet,,0.0,128,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,88,88,192,685,22,1.0,2.0832470565207886,0.04425210155272872,0.9914016444111602,0.5454308217687694,0.9845848140411796,0.022448936477303505,1.2482843399047852,0.4850297598045472,0.33441021208289246,0
c6,C_hard_maze,28,unet,unet,,0.0,144,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,88,88,192,685,22,1.0,2.0832470565207886,0.04425210155272872,0.9914016444111602,0.5454308217687694,0.9845848140411796,0.022448936477303505,1.2482843399047852,0.4850297598045472,0.33441021208289246,0
c6,C_hard_maze,28,unet,unet,,0.0,168,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,88,88,192,685,22,1.0,2.0832470565207886,0.04425210155272872,0.9914016444111602,0.5454308217687694,0.9845848140411796,0.022448936477303505,1.2482843399047852,0.4850297598045472,0.33441021208289246,0
c6,C_hard_maze,28,onlstm,onlstm,,0.0,128,1,2.0568325395627407,1.0269631115389417,2.0028300105935664,100,100,192,685,22,1.0,1.9686515222154617,0.03451658005594294,1.0214114756742199,0.5639747571887045,0.9545936982882567,0.020829973742365837,1.1121368408203125,0.5089013689248532,0.32401854404911856,0
c6,C_hard_maze,28,onlstm,onlstm,,0.0,144,1,2.0568325395627407,1.0269631115389417,2.0028300105935664,100,100,192,685,22,1.0,1.9686515222154617,0.03451658005594294,1.0214114756742199,0.5639747571887045,0.9545936982882567,0.020829973742365837,1.1121368408203125,0.5089013689248532,0.32401854404911856,0
c6,C_hard_maze,28,onlstm,onlstm,,0.0,168,1,2.0568325395627407,1.0269631115389417,2.0028300105935664,100,100,192,685,22,1.0,1.9686515222154617,0.03451658005594294,1.0214114756742199,0.5639747571887045,0.9545936982882567,0.020829973742365837,1.1121368408203125,0.5089013689248532,0.32401854404911856,0
c6,C_hard_maze,28,hrm,hrm,,0.0,128,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,84,84,192,685,22,1.0,2.275280515002984,0.000603806052685634,0.9623185222053016,0.6005557179078657,0.9700021023790795,0.0004799726593773812,1.433961272239685,0.455149979410443,0.37936156468462,0
c6,C_hard_maze,28,hrm,hrm,,0.0,144,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,84,84,192,685,22,1.0,2.275280515002984,0.000603806052685634,0.9623185222053016,0.6005557179078657,0.9700021023790795,0.0004799726593773812,1.433961272239685,0.455149979410443,0.37936156468462,0
