provider,mode,w,budget,found,expansions,closed,cost,optimal,suboptimality,nonfinite,suite,world_index
oracle,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
oracle,focal,1.1,152,True,142,142,2.3892678857458467,2.3432888175187405,1.0196215967418785,0,C_hard_maze_dense,4
scalar_hrm,astar,,140,True,79,79,2.4724030480877994,2.3432888175187405,1.0550995803862433,0,C_hard_maze_dense,4
scalar_hrm,focal,1.0,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
scalar_hrm,focal,1.1,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
scalar_hrm,astar,,152,True,79,79,2.4724030480877994,2.3432888175187405,1.0550995803862433,0,C_hard_maze_dense,4
scalar_hrm,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
scalar_hrm,focal,1.1,152,True,143,143,2.460801116660662,2.3432888175187405,1.050148448737255,0,C_hard_maze_dense,4
scalar_onlstm,astar,,140,True,131,131,2.4961936890945187,2.3432888175187405,1.0652522516356673,0,C_hard_maze_dense,4
scalar_onlstm,focal,1.0,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
scalar_onlstm,focal,1.1,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
scalar_onlstm,astar,,152,True,131,131,2.4961936890945187,2.3432888175187405,1.0652522516356673,0,C_hard_maze_dense,4
scalar_onlstm,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
scalar_onlstm,focal,1.1,152,True,142,142,2.4794616128326297,2.3432888175187405,1.0581118274008066,0,C_hard_maze_dense,4
field_unet,astar,,140,True,95,95,2.418849002466063,2.3432888175187405,1.0322453572015642,0,C_hard_maze_dense,4
field_unet,focal,1.0,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
field_unet,focal,1.1,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
field_unet,astar,,152,True,95,95,2.418849002466063,2.3432888175187405,1.0322453572015642,0,C_hard_maze_dense,4
field_unet,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
field_unet,focal,1.1,152,True,142,142,2.4678690119563744,2.3432888175187405,1.0531646775703685,0,C_hard_maze_dense,4
field_onlstm,astar,,140,True,104,104,2.4729072834210513,2.3432888175187405,1.0553147631368638,0,C_hard_maze_dense,4
field_onlstm,focal,1.0,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
field_onlstm,focal,1.1,140,True,139,139,2.3814809069873695,2.3432888175187405,1.0162984985816088,0,C_hard_maze_dense,4
field_onlstm,astar,,152,True,104,104,2.4729072834210513,2.3432888175187405,1.0553147631368638,0,C_hard_maze_dense,4
field_onlstm,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
field_onlstm,focal,1.1,152,True,139,139,2.3814809069873695,2.3432888175187405,1.0162984985816088,0,C_hard_maze_dense,4
field_hrm,astar,,140,True,82,82,2.418849002466063,2.3432888175187405,1.0322453572015642,0,C_hard_maze_dense,4
field_hrm,focal,1.0,140,False,140,140,nan,2.3432888175187405,nan,0,C_hard_maze_dense,4
field_hrm,focal,1.1,140,True,139,139,2.3585561562072024,2.3432888175187405,1.006515346539582,0,C_hard_maze_dense,4
field_hrm,astar,,152,True,82,82,2.418849002466063,2.3432888175187405,1.0322453572015642,0,C_hard_maze_dense,4
field_hrm,focal,1.0,152,True,144,144,2.3432888175187405,2.3432888175187405,1.0,0,C_hard_maze_dense,4
field_hrm,focal,1.1,152,True,139,139,2.3585561562072024,2.3432888175187405,1.006515346539582,0,C_hard_maze_dense,4
euclid,astar,,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
euclid,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
euclid,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
euclid,astar,,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
euclid,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
euclid,focal,1.1,152,True,147,147,2.74171859322161,2.696100142237437,1.0169201619292656,0,C_hard_maze_dense,5
oracle,astar,,140,True,34,34,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
oracle,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
oracle,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
oracle,astar,,152,True,34,34,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
oracle,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
oracle,focal,1.1,152,True,146,146,2.7417142599555215,2.696100142237437,1.0169185546944226,0,C_hard_maze_dense,5
scalar_hrm,astar,,140,True,111,111,2.777719641708584,2.696100142237437,1.0302731705668071,0,C_hard_maze_dense,5
scalar_hrm,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
scalar_hrm,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
scalar_hrm,astar,,152,True,111,111,2.777719641708584,2.696100142237437,1.0302731705668071,0,C_hard_maze_dense,5
scalar_hrm,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
scalar_hrm,focal,1.1,152,True,146,146,2.771178363902634,2.696100142237437,1.0278469707000168,0,C_hard_maze_dense,5
scalar_onlstm,astar,,140,True,110,110,2.8234394854692266,2.696100142237437,1.0472309396957762,0,C_hard_maze_dense,5
scalar_onlstm,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
scalar_onlstm,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
scalar_onlstm,astar,,152,True,110,110,2.8234394854692266,2.696100142237437,1.0472309396957762,0,C_hard_maze_dense,5
scalar_onlstm,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
scalar_onlstm,focal,1.1,152,True,146,146,2.7075895432373254,2.696100142237437,1.0042614889632229,0,C_hard_maze_dense,5
field_unet,astar,,140,True,137,137,2.7012088920193107,2.696100142237437,1.0018948664783773,0,C_hard_maze_dense,5
field_unet,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
field_unet,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
field_unet,astar,,152,True,137,137,2.7012088920193107,2.696100142237437,1.0018948664783773,0,C_hard_maze_dense,5
field_unet,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
field_unet,focal,1.1,152,True,148,148,2.7230662665191336,2.696100142237437,1.010001900099793,0,C_hard_maze_dense,5
field_onlstm,astar,,140,True,133,133,2.754107006834644,2.696100142237437,1.02151510015836,0,C_hard_maze_dense,5
field_onlstm,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
field_onlstm,focal,1.1,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
field_onlstm,astar,,152,True,133,133,2.754107006834644,2.696100142237437,1.02151510015836,0,C_hard_maze_dense,5
field_onlstm,focal,1.0,152,True,149,149,2.696100142237437,2.696100142237437,1.0,0,C_hard_maze_dense,5
field_onlstm,focal,1.1,152,True,146,146,2.73564658682513,2.696100142237437,1.0146680176927234,0,C_hard_maze_dense,5
field_hrm,astar,,140,True,121,121,2.7895868394319385,2.696100142237437,1.0346747866408696,0,C_hard_maze_dense,5
field_hrm,focal,1.0,140,False,140,140,nan,2.696100142237437,nan,0,C_hard_maze_dense,5
