provider,mode,w,budget,found,expansions,arrival,optimal_arrival,suboptimality,closed,nonfinite,suite,world_index
scalar_hrm_blind,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
scalar_hrm_blind,focal,1.1,1300,True,1110,38,38.0,1.0,1110,0,C_dyn_rooms,1
scalar_hrm_blind,astar,,1800,True,359,38,38.0,1.0,359,0,C_dyn_rooms,1
scalar_hrm_blind,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
scalar_hrm_blind,focal,1.1,1800,True,1110,38,38.0,1.0,1110,0,C_dyn_rooms,1
scalar_onlstm,astar,,1300,True,357,42,38.0,1.105263157894737,357,0,C_dyn_rooms,1
scalar_onlstm,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
scalar_onlstm,focal,1.1,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
scalar_onlstm,astar,,1800,True,357,42,38.0,1.105263157894737,357,0,C_dyn_rooms,1
scalar_onlstm,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
scalar_onlstm,focal,1.1,1800,True,1413,38,38.0,1.0,1413,0,C_dyn_rooms,1
scalar_onlstm_blind,astar,,1300,True,268,38,38.0,1.0,268,0,C_dyn_rooms,1
scalar_onlstm_blind,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
scalar_onlstm_blind,focal,1.1,1300,True,1080,38,38.0,1.0,1080,0,C_dyn_rooms,1
scalar_onlstm_blind,astar,,1800,True,268,38,38.0,1.0,268,0,C_dyn_rooms,1
scalar_onlstm_blind,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
scalar_onlstm_blind,focal,1.1,1800,True,1080,38,38.0,1.0,1080,0,C_dyn_rooms,1
field_unet,astar,,1300,True,305,38,38.0,1.0,305,0,C_dyn_rooms,1
field_unet,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_unet,focal,1.1,1300,True,1224,39,38.0,1.0263157894736843,1224,0,C_dyn_rooms,1
field_unet,astar,,1800,True,305,38,38.0,1.0,305,0,C_dyn_rooms,1
field_unet,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
field_unet,focal,1.1,1800,True,1224,39,38.0,1.0263157894736843,1224,0,C_dyn_rooms,1
field_unet_blind,astar,,1300,True,220,38,38.0,1.0,220,0,C_dyn_rooms,1
field_unet_blind,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_unet_blind,focal,1.1,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_unet_blind,astar,,1800,True,220,38,38.0,1.0,220,0,C_dyn_rooms,1
field_unet_blind,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
field_unet_blind,focal,1.1,1800,True,1383,38,38.0,1.0,1383,0,C_dyn_rooms,1
field_hrm,astar,,1300,True,364,38,38.0,1.0,364,0,C_dyn_rooms,1
field_hrm,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_hrm,focal,1.1,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_hrm,astar,,1800,True,364,38,38.0,1.0,364,0,C_dyn_rooms,1
field_hrm,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
field_hrm,focal,1.1,1800,True,1383,38,38.0,1.0,1383,0,C_dyn_rooms,1
field_hrm_blind,astar,,1300,True,203,38,38.0,1.0,203,0,C_dyn_rooms,1
field_hrm_blind,focal,1.0,1300,False,1300,-1,38.0,nan,1300,0,C_dyn_rooms,1
field_hrm_blind,focal,1.1,1300,True,1247,38,38.0,1.0,1247,0,C_dyn_rooms,1
field_hrm_blind,astar,,1800,True,203,38,38.0,1.0,203,0,C_dyn_rooms,1
field_hrm_blind,focal,1.0,1800,True,1449,38,38.0,1.0,1449,0,C_dyn_rooms,1
field_hrm_blind,focal,1.1,1800,True,1247,38,38.0,1.0,1247,0,C_dyn_rooms,1
euclid,astar,,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
euclid,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
euclid,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
euclid,astar,,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
euclid,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
euclid,focal,1.1,1800,True,1376,35,35.0,1.0,1376,0,C_dyn_rooms,2
oracle,astar,,1300,True,93,35,35.0,1.0,93,0,C_dyn_rooms,2
oracle,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
oracle,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
oracle,astar,,1800,True,93,35,35.0,1.0,93,0,C_dyn_rooms,2
oracle,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
oracle,focal,1.1,1800,True,1324,35,35.0,1.0,1324,0,C_dyn_rooms,2
scalar_hrm,astar,,1300,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
scalar_hrm,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
scalar_hrm,focal,1.1,1300,True,1120,35,35.0,1.0,1120,0,C_dyn_rooms,2
scalar_hrm,astar,,1800,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
scalar_hrm,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
scalar_hrm,focal,1.1,1800,True,1120,35,35.0,1.0,1120,0,C_dyn_rooms,2
scalar_hrm_blind,astar,,1300,True,266,35,35.0,1.0,266,0,C_dyn_rooms,2
scalar_hrm_blind,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
scalar_hrm_blind,focal,1.1,1300,True,1114,35,35.0,1.0,1114,0,C_dyn_rooms,2
scalar_hrm_blind,astar,,1800,True,266,35,35.0,1.0,266,0,C_dyn_rooms,2
scalar_hrm_blind,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
scalar_hrm_blind,focal,1.1,1800,True,1114,35,35.0,1.0,1114,0,C_dyn_rooms,2
scalar_onlstm,astar,,1300,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
scalar_onlstm,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
scalar_onlstm,focal,1.1,1300,True,1247,35,35.0,1.0,1247,0,C_dyn_rooms,2
scalar_onlstm,astar,,1800,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
scalar_onlstm,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
scalar_onlstm,focal,1.1,1800,True,1247,35,35.0,1.0,1247,0,C_dyn_rooms,2
scalar_onlstm_blind,astar,,1300,True,407,35,35.0,1.0,407,0,C_dyn_rooms,2
scalar_onlstm_blind,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
scalar_onlstm_blind,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
scalar_onlstm_blind,astar,,1800,True,407,35,35.0,1.0,407,0,C_dyn_rooms,2
scalar_onlstm_blind,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
scalar_onlstm_blind,focal,1.1,1800,True,1372,37,35.0,1.0571428571428572,1372,0,C_dyn_rooms,2
field_unet,astar,,1300,True,69,35,35.0,1.0,69,0,C_dyn_rooms,2
field_unet,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_unet,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_unet,astar,,1800,True,69,35,35.0,1.0,69,0,C_dyn_rooms,2
field_unet,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
field_unet,focal,1.1,1800,True,1386,35,35.0,1.0,1386,0,C_dyn_rooms,2
field_unet_blind,astar,,1300,True,281,36,35.0,1.0285714285714285,281,0,C_dyn_rooms,2
field_unet_blind,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_unet_blind,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_unet_blind,astar,,1800,True,281,36,35.0,1.0285714285714285,281,0,C_dyn_rooms,2
field_unet_blind,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
field_unet_blind,focal,1.1,1800,True,1370,35,35.0,1.0,1370,0,C_dyn_rooms,2
field_hrm,astar,,1300,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
field_hrm,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_hrm,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_hrm,astar,,1800,True,319,35,35.0,1.0,319,0,C_dyn_rooms,2
field_hrm,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
field_hrm,focal,1.1,1800,True,1317,35,35.0,1.0,1317,0,C_dyn_rooms,2
field_hrm_blind,astar,,1300,True,215,36,35.0,1.0285714285714285,215,0,C_dyn_rooms,2
field_hrm_blind,focal,1.0,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_hrm_blind,focal,1.1,1300,False,1300,-1,35.0,nan,1300,0,C_dyn_rooms,2
field_hrm_blind,astar,,1800,True,215,36,35.0,1.0285714285714285,215,0,C_dyn_rooms,2
field_hrm_blind,focal,1.0,1800,True,1434,35,35.0,1.0,1434,0,C_dyn_rooms,2
field_hrm_blind,focal,1.1,1800,True,1369,35,35.0,1.0,1369,0,C_dyn_rooms,2
euclid,astar,,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
euclid,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
euclid,focal,1.1,1300,True,1168,37,37.0,1.0,1168,0,C_dyn_rooms,3
euclid,astar,,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
euclid,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
